(pet) owner; keeper,kai,飼い
(pet) owner; keeper,kainushi,飼い主
(photographic) subject,hishatai,被写体
(physical) growth; development,hatsuiku,発育
(physically) disabled person; person with a physical disability,shinshousha,身障者
(picture) frame; framed picture,gaku,がく
(picture) frame; framed picture,hitai,額
(Platonic) ideal (of how things ought to bee.g. human rights); foundational principle; idea; conception (e.g. of the university); doctrine; ideology,rinen,理念
(playing a) game (of goshogietc.),taikyoku,対局
(playing a) variation,hensou,変奏
(please) try to,goran,ご覧
(police) detective,keiji,刑事
(political) administration; political power,seiken,政権
(political) faction; denomination; communion,kaiha,会派
(political) power; authority; influence,kenryoku,権力
(political) purge,shukusei,粛清
(practical) application; putting to practical use,ouyou,応用
(practical) business; business practice; business affairs; (actual) work,jitsumu,実務
(practical) experience; personal experience; hands-on experience; first-hand experience,taiken,体験
(present) head of a family,toushu,当主
(private) secretary,hisho,秘書
(public) notice; attention; public eye; public gaze,hitome,人目
(public) park,kouen,こうえん
(public) park,kouen,公園
(public) prosecution; indictment; accusation,kouso,公訴
(railroad) gauge,kikan,軌間
(raw) material,shizai,資材
(real) ability; true strength; merit; efficiency; competency,jitsuryoku,実力
(relating to) gender,seiteki,性的
(relative) difficulty,nan'i,難易
(religious) faith; belief; creed,shinkou,信仰
(religious) festival,sairei,祭礼
(religious) precept; discipline; commandment; mitzvah,kairitsu,戒律
(revenue) stamp,inshi,印紙
(riding) spur,hakusha,拍車
(rock) crystal; high purity quartz,suishou,水晶
(rocky) beach; seashore,iso,いそ
(rocky) beach; seashore,iso,磯
(romantic) love,koi,こい
(romantic) love,koi,恋
(sake) decanter,choushi,銚子
(school) class,gakkyū,学級
(school) grade; year; class,kyū,級
(school) period,jigen,時限
(school) subject; curriculum; course,kamoku,科目
(science of) agriculture,nougaku,農学
(sea) mine,kirai,機雷
(sea) voyage; navigation; sailing; passage; cruise,koukai,航海
(season of) winter,touki,冬季
(sect) founder; apostle; originator; inventor,kaiso,開祖
(sheet) music; (musical) note; (musical) score,fu,譜
(Shinto) shrine,sha,社
(ship's) launching,shinsui,進水
(silk) gauze,sa,紗
(slowly and) carefully; without haste; thoroughly; deliberately; closely; meticulously,jikkuri,じっくり
(small) boat,tei,艇
(social) class,kaikyū,階級
(social) position; status; standing,chii,ちい
(social) position; status; standing,chii,地位
(social) standing; status; position; rank,mibun,身分
(some type of) enthusiast,kyou,狂
(some) more; even more; longer; further,motto,もっと
(someone else's) child,oko,おこ
(special) correspondent (e.g. for a newspaper),tokuhain,特派員
(spoken) line (in a playfilmcomicetc.); one's lines,serifu,台詞
(stage) appearance; performance,shutsujou,出場
(staying) one night; overnight stay,ippaku,一泊
(story of the) Forty-seven Rōnin; the Treasury of Loyal Retainers; Chūshingura,chūshingura,忠臣蔵
(study of) pharmacy; pharmaceutics,yakugaku,薬学
(suffering a) complete defeat; utter defeat; annihilation,kanpai,完敗
(suffering) damage; injury; harm,higai,被害
(surprise) attack; assault; raid; charge,shūgeki,襲撃
(swimming) pool,pu,ぷ
(taking) notes; copying,hikki,筆記
(temporary) closure of a theater (theatre); stage absence,kyūjou,休場
(temporary) closure of school,kyūkou,休校
(the 23) wards of Tokyo,toku,都区
(the products of) culture or civilization (civilisation),bunbutsu,文物
(the) mainstream,shuryū,主流
(the) second (partyranketc.); B (grade); the latter,otsu,おつ
(the) second (partyranketc.); B (grade); the latter,otsu,乙
(together) with; -wide; including,gurumi,ぐるみ
(total) number (of people or things); count; quota,inzū,員数
(town) market; (street) market; marketplace,shijou,市場
(traffic) congestion; traffic jam; gridlock,jūtai,渋滞
(train) conductor,shashou,車掌
(train) station attendant; station employee; station staff,ekiin,駅員
(translucent) aqueous solution,suiyou,水溶
(translucent) aqueous solution,suiyoueki,水溶液
(tree) trunk; (arrow) shaft; (tool) handle; backbone; base,kan,幹
(tree) trunk; (arrow) shaft; (tool) handle; backbone; base,miki,みき
(truck) load-carrying tray; (bicycle) luggage carrier; roof rack,nidai,荷台
(turning) round and round; in circles,guruguru,ぐるぐる
(under) metropolitan government management,toei,都営
(under) municipal management (transporthousingetc.); city facility management,shiei,市営
(under) prefectural management,ken'ei,県営
(United States of) America; USA; US,beikoku,米国
(university) president; chancellor; principal; provost,gakuchou,学長
(various) languages; language group; language family,shogo,諸語
(vehicle) wheel,sharin,車輪
(verbal) abuse; denunciation; disparagement; vilification; scathing criticism,batou,罵倒
(very) cheap; (very) inexpensive; cut-price; bargain (price),kakuyasu,格安
(very) unusual; unconventional; eccentric; novel; original; striking; bizarre; wild,kibatsu,奇抜
(video) recording,rokuga,録画
(volcanic) crater; caldera,kakou,火口
(war) front,sensen,戦線
(water-filled) paddy field,suiden,水田
(way of) life; living; livelihood; life circumstances,kurashi,くらし
(way of) life; living; livelihood; life circumstances,kurashi,暮らし
(what) the heck; (why) in the world; (who) on earth,ittai,いったい
(what) the heck; (why) in the world; (who) on earth,ittai,一体
(within a) territory; domains,ryounai,領内
(world of) politics; political world; political circles,seikai,政界
(wrestling) ring,dohyou,土俵
(writing) song lyrics,sakushi,作詞
(written) appeal; circular; manifesto,geki,檄
(written) report,houkokusho,報告書
(written) work; book; writings,chosho,著書
(yarn) count,bante,番手
(your) business; (your) concern; (your) need,goyou,御用
(your) daughter; young woman,reijou,令嬢
10^12; 1000000; trillion,chou,兆
10^28; ten octillion,jou,穣
10^44; hundred tredecillion,sai,載
10^8; 1000000; hundred million,oku,億
100 yen,hyakuen,百円
1000 ri; (a) long distance,senri,千里
1000 yen,sen'en,千円
1000; thousand,sen,せん
1000; thousand,sen,千
10000 yen,ichiman'en,一万円
10000; ten thousand,man,万
10000; ten thousand,man,萬
10146 Mukaitadashi,mukai,向井
10163 Onomichi,onomichi,尾道
1088 Mitaka,mitaka,三鷹
1089 Tama,tama,多摩
1098 Hakone,hakone,箱根
10th day of the month,touka,十日
10th month of the lunisolar calendar (traditional first month of winterapprox. November); late autumn; late fall,koharu,小春
110743 Hirobumi,hirofumi,博文
11115 Kariya,kariya,刈谷
11495 Fukunaga,fukunaga,福永
11612 Obu,oobu,大府
11th day of the month,jūichinichi,十一日
12252 Gwangju,koushū,光州
12469 Katsūra,katsūra,勝浦
12th day of the month,jūninichi,十二日
13654 Masuda,masuda,増田
13th day of the month,jūsannichi,十三日
14; fourteen,jūyon,十四
14925 Naoko,naoko,直子
14927 Satoshi,satoshi,聡
14th day of the month,jūyonnichi,十四日
15; fifteen,jūgo,十五
15th day of the month,jūgonichi,十五日
16; sixteen,jūroku,十六
16th day of the month,jūrokunichi,十六日
17; seventeen,jūshichi,十七
17th day of the month,jūshichinichi,十七日
18; eighteen,jūhachi,十八
18th day of the month,jūhachinichi,十八日
19; nineteen,jūkyū,十九
1985 Narita International Airport bombing,naritakūkou,成田空港
19th day of the month,jūkyūnichi,十九日
1st day of the month,saku,朔
20 years old,nijū,二十
20 years old,nijū,廿
20 years old,hatachi,はたち
20 years old,hatachi,二十歳
2000 yen bill,nisen,二千
2000 yen bill,nisen'en,二千円
2000 yen bill,nisenninen,二千二年
2000 yen bill,nisensannen,二千三年
2000 yen bill,nisen'ichinen,二千一年
2000 yen bill,nisenhachinen,二千八年
20070 Koichiyuko,kouichi,浩一
2010 Senkaku boat collision incident,senkakushoshima,尖閣諸島
2085 Henan,kanan,河南
20th day of the month,hatsuka,二十日
21254 Jonan,jounan,城南
2153 Akiyama,akiyama,秋山
2162 Anhui,anki,安徽
21st day of the month,nijūtsuitachi,二十一日
2271 Kiso,kiso,木曾
22nd day of the month,nijūfutsuka,二十二日
2393 Suzuki,suzuki,鈴木
23rd day of the month,nijūsan,二十三
23rd day of the month,nijūmikka,二十三日
24th day of the month,nijūshi,二十四
24th day of the month,nijūshinichi,二十四日
25; twenty five,nijūgo,二十五
25893 Sugihara,sugihara,杉原
25th day of the month,nijūitsuka,二十五日
26; twenty six,nijūroku,二十六
2655 Guangxi,kousei,広西
2667 Oikawa,oikawa,及川
26th day of the month,nijūmuika,二十六日
27th day of the month,nijūshichi,二十七
27th day of the month,nijūnanoka,二十七日
28th day of the month,nijūyouka,二十八日
29th day of the month,nijūkyū,二十九
29th day of the month,nijūkokonoka,二十九日
2nd day of the month,futsuka,二日
3 o'clock,sanji,三時
30th day of the month,sanjūnichi,三十日
31st day of the month,sanjūtsuitachi,三十一日
3289 Mitani,mitani,三谷
3431 Nakano,nakano,中野
3533 Toyota,toyoda,豊田
35441 Kyoko,kyouko,恭子
3555 Miyasaka,miyasaka,宮坂
3785 Kitami,kitami,北見
39799 Hadano,hadano,秦野
3998 Tezuka,tezuka,手塚
3rd day of the month,mikka,三日
4037 Ikeya,iketani,池谷
4039 Souseki,souseki,漱石
4051 Hatanaka,hatanaka,畑中
4096 Kushiro,kushiro,釧路
4265 Kani,kani,可児
4375 Kiyomori,kiyomori,清盛
4439 Muroto,muroto,室戸
4458 Oizumi,ooizumi,大泉
4496 Kamimachi,uemachi,上町
4797 Ako,akou,赤穂
4951 Iwamoto,iwamoto,岩本
500 yen coin,gohyakuen,五百円
5000 yen bill,gosen'en,五千円
5140 Kida,kida,木田
5147 Maruyama,maruyama,円山
5230 Asahina,asahina,朝比奈
5435 Kameoka,kameoka,亀岡
5481 Kiuchi,kiuchi,木内
5629 Kuwana,kuwana,桑名
5743 Kato,katou,加藤
5775 Inuyama,inuyama,犬山
5824 Inagaki,inagaki,稲垣
5825 Rakuyou,rakuyou,洛陽
5872 Sugano,kanno,菅野
5th day of the month,itsuka,いつか
5th day of the month,itsuka,五日
5th in rank; fifth sign of the Chinese calendar,tsuchinoe,戊
6098 Mutojunkyu,mutou,武藤
6275 Kiryu,kiryū,桐生
6809 Sakuma,sakuma,佐久間
6th day of the month,muika,六日
7134 Ikeuchisatoru,ikeuchi,池内
7354 Ishiguro,ishiguro,石黒
7365 Sejong,seisou,世宗
7443 Tsumura,tsumura,津村
7852 Itsukushima,itsukushima,厳島
79254 Tsuda,tsuda,津田
7th day of the month,nanoka,七日
7th in rank; seventh sign of the Chinese calendar,kou,庚
8043 Fukuhara,fukuhara,福原
8234 Nobeoka,nobeoka,延岡
8720 Takamizawa,takamisawa,高見沢
8892 Kakogawa,kakogawa,加古川
8924 Iruma,iruma,入間
8933 Kurobe,kurobe,黒部
8th in rank; eighth sign of the Chinese calendar,shin,辛
900; nine hundred,senkyūhyakutsukumonen,千九百九十九年
900; nine hundred,senkyūhyakukyūjūnen,千九百九十年
9032 Tanakami,tagami,田上
9080 Takayanagi,takayanagi,高柳
9th day of the month,kokonoka,九日
9th in rank; ninth sign of the Chinese calendar,jin,壬
a bit more; a bit longer,mousukoshi,もう少し
a certain ...,toaru,とある
a certain ...; some ...,aru,或
a certain ...; some ...,aru,或る
a family; a household; a home; one's family; whole family,ikka,一家
a great variety of; diversity,tashutayou,多種多様
a help; assistance,tedasuke,手助け
a kind; a sort; a variety; a species,isshu,一種
a little bit,chito,ちと
a little less than; a little under; slightly fewer than,jaku,弱
a little over; a little more than,kyou,強
a little; a bit; a small amount; a few; some; slightly; somewhat,suko,すこ
a little; a bit; a small amount; a few; some; slightly; somewhat,sukoshi,少し
a little; a bit; slightly,chotto,ちょっと
a little; a bit; somewhat; slightly; rather,isasaka,いささか
a little; a few; small; slight; trifling; meagre; meager; narrow (margin),wazuka,わずか
a little; a few; small; slight; trifling; meagre; meager; narrow (margin),wazuka,僅か
a little; partially; somewhat; slightly; semi-; -ish; on the ... side; a short time; a while,yaya,やや
a little; some; somewhat; slightly; to some degree; to some extent,tashou,多少
a long time (since the last time); first in a long time,kyū,久
a long time (since the last time); first in a long time,hisashiburi,久しぶり
a long time (since the last time); first in a long time,hisashiburi,久し振り
a long time ago; long before now,maemae,前々
a lot; lots; plenty; many; a large number; much; a great deal; a good deal,takusan,たくさん
a lot; lots; plenty; many; a large number; much; a great deal; a good deal,takusan,沢山
a period (of time),ichijiki,一時期
a second time; again; once more; twice,saido,再度
a short while ago; a moment ago; just now; some time ago,sakki,さっき
a short while ago; a moment ago; just now; some time ago,sakihodo,先程
a throw; a fall,nage,投げ
a weight,chin,鎮
A-grade; first-class,koushu,甲種
abandoning (hopeplans); giving up,dannen,断念
abandonment; desertion,iki,遺棄
abandonment; giving up; throwing away; disposal; dumping,touki,投棄
abandonment; renouncement; renunciation; resignation; abdication; surrender; relinquishing; waiving; giving up,houki,放棄
abasement; fall; forfeiture; sinking (in people's estimation),shittsui,失墜
Abashiri River,abashiri,網走
abashment; bashfulness,tere,てれ
abatement; reduction,keigen,軽減
abbreviation,ryakushou,略称
abbreviation,ryakuki,略記
abbreviation; acronym,ryakugo,略語
abdication,joui,譲位
abdication,taii,退位
abdomen,fukubu,腹部
abdomen; belly; stomach,hara,はら
abdomen; belly; stomach,hara,腹
abdomen; stomach; under parts,kudatsu,下っ
Abe (surname),abe,安部
abekawa mochi; rice cake with kinako,abe,安倍
Abi,ami,亜美
Abiko,abiko,我孫子
ability; capability; skill,shuwan,手腕
ability; capacity; capability; talent,rikiryou,力量
ability; competency; talent; skill; capacity,giryou,技量
ability; faculty,nouryoku,能力
ability; gift; talent; aptitude; genius,sai,才
ability; performance; efficiency,seinou,性能
ability; skill; facility,udemae,腕前
aboard a warship,kanjou,艦上
abolition of feudal domains and establishment of prefectures (1871),haihanchiken,廃藩置県
abolition; discontinuance; discontinuation; repeal; annulment,hai,廃
abolition; discontinuance; discontinuation; repeal; annulment,haishi,廃止
abolition; elimination,haizetsu,廃絶
abortion,chūzetsu,中絶
about the middle,nakagoro,中頃
about the middle (of an era),chūyou,中葉
about this time,imagoro,今頃
about when; about what time; how soon,itsugoro,いつ頃
about; concerning; as to; regarding,tsui,就い
about; roughly; approximately,bonso,凡そ
about; roughly; approximately,oyoso,およそ
about; roughly; approximately,ooyoso,おおよそ
above anything else; above all; more than anything,naniyori,なにより
above anything else; above all; more than anything,naniyori,何より
above ground; on the ground; earth's surface,chijou,地上
above-mentioned; above-named; above,jouki,上記
above-mentioned; above-stated; aforementioned; aforesaid,joujutsu,上述
above; over; up,ue,うえ
above; over; up,ue,上
abrupt; sudden; unexpected,totsuzen,突然
abruptly; suddenly; all of a sudden; without warning,ikinari,いきなり
absence,fuzai,不在
absence of permission; lack of permission,mudan,無断
absence; being away from home,rusu,留守
absence; non-attendance,kesseki,欠席
absence; not taking part,ketsujou,欠場
absolute secrecy,gokuhi,極秘
absolutely; only,tadatada,ただただ
absorbed in; immersed in; crazy about; obsessed with; devoted to,muchū,夢中
absorption; giving undivided attention; devoting oneself (to),sennen,専念
absorption; suction; aspiration,kyūin,吸引
absorption; suction; attraction,kyūshū,吸収
abstention (from voting); renunciation (of a right); withdrawal (from a contest),kiken,棄権
abstention; nonparticipation,fusanka,不参加
abstinence from alcohol; temperance,kinshu,禁酒
abstract; immaterial; moral; spiritual; intangible,mukei,無形
abstraction,chūshou,抽象
absurd; unreasonable; nonsensical; preposterous; incoherent,metsu,滅
abundant; plentiful; rich; ample,houfu,豊富
abuse; ill-treatment; maltreatment; mistreatment; cruelty,gyakutai,虐待
abuse; misuse; misappropriation; using to excess,ranyou,乱用
abuse; misuse; misappropriation; using to excess,ranyou,濫用
abuse; misuse; perversion,akuyou,悪用
abusive language; violent language; wild words,bougen,暴言
academic background; academic credentials; academic record,gakureki,学歴
academic world; academia; academic circles; scientific world; learned circles,gakkai,学界
academic year; school year,manan,学ん
academic year; school year,gakunen,学年
Acala (Wisdom King); Acalanatha; Fudō Myōō (Myō-ō); fierce Buddhist deity,fudoumyouou,不動明王
acceleration,kasokudo,加速度
acceleration; speeding up,kasoku,加速
acceptable; satisfactory; allowed; permitted,ka,可
acceptance,juri,受理
acceptance,judaku,受諾
accepting an order; receiving an order; orders received,juchū,受注
accession to the throne; enthronement,sokui,即位
accident (caused by negligence); error; blunder,kashitsu,過失
accident at sea; sea disaster; shipwreck,kainan,海難
accident; disaster; incident; uprising; emergency,jihen,事変
accident; incident; trouble,jiko,事故
accidental death,jikoshi,事故死
accommodation; lodging,shukuhaku,宿泊
accommodation; taking in; receiving; housing; seating; admission (of patientsstudentsetc.),shūyou,収容
accompaniment for traditional performances (nohkabukietc.); orchestra; band,hayashi,囃子
accompanying; being accompanied by; going with,douhan,同伴
accompanying; travelling together; traveling together,doukou,同行
accomplice; conspirator; cohort,guru,ぐる
accomplishment; execution,suikou,遂行
according to (someone),niyoreba,によれば
according to (someone),niyoruto,によると
according to; by (means of); due to; because of,niyori,により
according to; by (means of); due to; because of,niyotte,によって
according to; by (means of); due to; because of,niyotteha,によっては
account (e.g. bank),kouza,口座
account book; ledger; register,daichou,台帳
account; history; chronicle; annals; record,ki,記
accountant,kaikeishi,会計士
accounting; administration (of money),keiri,経理
accounting; finance; account; reckoning,kaikei,会計
accredited master (of a performing art),natori,名取
accumulation,shūseki,集積
accumulation,ruiseki,累積
accumulation; accumulate; store,chikuseki,蓄積
accumulation; pile; heap,taiseki,堆積
accurate; correct; precise; exact,seikaku,正確
accurate; precise; exact; appropriate; apt; right,tekikaku,的確
